booking_id;booking_date;booking _channel;customer_id;stay_start_date;number_of_nights;per_night_rate;hotel_id
RES010133;2024/09/20;GDS;111;2024/10/08;1;130,5;104
RES010134;2024/08/31;Velora.com;417;2024/10/09;3;212,24;110
RES010135;2024/09/02;App;360;2024/09/08;2;177,09;103
RES010136;2024/09/10;At the hotel;56;2024/10/11;2;119,36;104
RES010137;2024/09/21;At the hotel;147;2024/09/21;1;132,53;107
RES010138;2024/10/01;Velora.com;399;2024/10/20;1;116,37;107
RES010139;2024/09/11;Velora.com;38;2024/09/24;2;147,59;106
RES010140;2024/09/07;At the hotel;305;2024/09/11;3;70,48;103
RES010141;2024/09/26;App;42;2024/10/15;2;191,06;106
RES010142;2024/09/19;App;66;2024/10/23;1;136,67;101
RES010143;2024/10/10;Phone;438;2024/10/15;2;191,5;106
RES010144;2024/08/13;App;93;2024/09/10;1;177,09;101
RES010145;2024/10/13;App;438;2024/10/19;1;154,27;107
RES010146;2024/09/14;Velora.com;376;2024/09/19;1;227,41;102
RES010147;2024/09/02;Velora.com;328;2024/11/01;1;33,61;105
RES010148;2024/10/04;Velora.com;163;2024/10/07;1;87,66;106
RES010149;2024/09/20;Velora.com;156;2024/10/05;3;162,48;102
RES010150;2024/03/27;App;102;2024/09/30;2;333,64;107
RES010151;2024/08/23;Velora.com;61;2024/09/03;3;35,49;103
RES010152;2024/10/04;Phone;233;2024/10/11;3;146,92;107
RES010153;2024/09/28;Velora.com;106;2024/10/18;1;204,99;108
RES010154;2024/08/30;App;398;2024/09/15;3;127,27;102
RES010155;2024/09/16;At the hotel;402;2024/10/02;2;151,8;102
RES010156;2024/10/24;At the hotel;341;2024/10/25;4;180,48;102
RES010157;2024/09/17;At the hotel;130;2024/09/22;2;126,72;106
RES010158;2024/07/17;App;301;2024/09/21;1;154,52;110
RES010159;2024/10/12;Velora.com;90;2024/10/21;1;204,89;109
RES010160;2024/10/11;GDS;265;2024/11/03;1;150,6;106
RES010161;2024/09/02;At the hotel;8;2024/09/07;1;144,28;108
RES010162;2024/09/11;Velora.com;78;2024/10/03;2;156,3;106
RES010163;2024/09/13;Velora.com;167;2024/09/15;2;196;108
RES010164;2024/09/08;Velora.com;438;2024/10/11;2;131,61;105
RES010165;2024/08/29;App;106;2024/09/04;1;124,21;101
RES010166;2024/10/17;At the hotel;75;2024/10/18;2;218,18;103
RES010167;2024/09/04;At the hotel;96;2024/09/07;3;149,4;102
RES010168;2024/09/16;Velora.com;389;2024/09/17;1;207,88;108
RES010169;2024/10/18;At the hotel;68;2024/10/19;3;145,48;106
RES010170;2024/09/26;Phone;340;2024/10/01;1;158,77;104
RES010171;2024/09/13;App;12;2024/09/15;2;170,98;101
RES010172;2024/09/02;At the hotel;136;2024/09/07;1;33,94;109
RES010173;2024/10/14;At the hotel;171;2024/11/16;1;132,64;108
RES010174;2024/10/12;Velora.com;308;2024/10/17;1;268,83;101
RES010175;2024/10/25;GDS;57;2024/10/31;1;186,9;102
RES010176;2024/09/09;At the hotel;322;2024/09/14;2;33,73;105
RES010177;2024/10/16;Velora.com;3;2024/10/23;2;183,16;107
RES010178;2024/07/18;App;470;2024/09/22;2;154,52;102
RES010179;2024/08/08;App;476;2024/10/30;2;230,11;103
RES010180;2024/10/07;Velora.com;128;2024/10/07;1;182,63;108
RES010181;2024/09/05;Velora.com;368;2024/09/05;2;132,14;108
RES010182;2024/10/20;At the hotel;448;2024/10/20;1;122,89;104
RES010183;2024/07/27;GDS;238;2024/09/11;4;138,25;108
RES010184;2024/10/09;Velora.com;409;2024/10/10;1;0;107
RES010185;2024/09/24;Velora.com;279;2024/09/29;1;124,73;110
RES010186;2024/08/15;Phone;261;2024/09/29;3;278,6;104
RES010187;2024/09/01;At the hotel;144;2024/09/06;1;33,76;108
RES010188;2024/09/04;At the hotel;206;2024/09/06;1;33,73;109
RES010189;2024/09/04;GDS;49;2024/09/26;3;145,59;108
RES010190;2024/09/26;At the hotel;307;2024/11/01;1;33,76;105
RES010191;2024/10/28;At the hotel;460;2024/10/31;1;126,61;106
RES010192;2024/10/08;Velora.com;72;2024/10/10;2;107,53;109
RES010193;2024/09/14;GDS;472;2024/10/06;2;128,47;108
RES010194;2024/08/28;Phone;232;2024/09/23;3;162,65;102
RES010195;2024/08/14;Velora.com;105;2024/09/06;2;165,62;102
RES010196;2024/09/26;App;343;2024/09/26;1;341,45;104
RES010197;2024/10/11;Velora.com;328;2024/11/16;2;210,62;109
RES010198;2024/10/18;GDS;19;2024/10/24;2;158,77;104
RES010199;2024/09/03;Velora.com;326;2024/09/16;1;192,75;109
RES010200;2024/09/26;App;107;2024/10/14;4;165,6;102
RES010201;2024/08/06;At the hotel;427;2024/10/19;2;86,01;106
RES010202;2024/10/04;At the hotel;409;2024/10/07;2;70,91;107
RES010203;2024/10/17;At the hotel;315;2024/11/17;2;132,53;105
RES010204;2024/11/02;GDS;182;2024/11/04;2;124,48;103
RES010205;2024/10/09;GDS;452;2024/10/15;1;302,92;102
RES010206;2024/02/05;At the hotel;133;2024/09/05;4;101,98;102
RES010207;2024/10/09;At the hotel;217;2024/10/12;2;106,66;106
RES010208;2024/09/03;GDS;332;2024/09/05;3;181,82;107
RES010210;2024/09/29;Velora.com;349;2024/10/20;2;134,95;108
RES010211;2024/09/29;Velora.com;207;2024/10/11;1;144,24;107
RES010212;2024/10/17;Velora.com;138;2024/10/29;2;209,77;101
RES010213;2024/09/28;GDS;316;2024/10/05;2;128,01;102
RES010214;2024/09/13;Velora.com;89;2024/09/30;2;143,03;102
RES010215;2024/09/26;Velora.com;48;2024/10/27;1;114,46;105
RES010216;2024/10/14;Velora.com;78;2024/10/15;3;236,19;108
RES010217;2024/08/23;Connected Wholesaler;161;2024/09/12;2;135,57;109
RES010218;2024/10/19;Phone;269;2024/10/29;2;142,77;110
RES010219;2024/10/02;Phone;77;2024/10/22;1;232,05;101
RES010220;2024/09/27;At the hotel;321;2024/11/02;1;33,73;106
RES010221;2024/08/06;Phone;72;2024/09/28;4;235,76;101
RES010222;2024/09/01;App;132;2024/10/06;1;207,88;106
RES010223;2024/09/22;At the hotel;129;2024/09/24;2;0;107
RES010224;2024/10/08;Velora.com;11;2024/10/22;2;149,79;107
RES010226;2024/08/28;Phone;408;2024/09/08;1;126,5;106
RES010227;2024/09/26;Velora.com;226;2024/10/04;2;162,43;108
RES010228;2024/06/20;Connected Wholesaler;111;2024/09/05;1;163,44;109
RES010229;2024/09/12;GDS;215;2024/09/16;3;112,65;103
RES010230;2024/09/20;Velora.com;214;2024/10/19;1;171,68;105
RES010231;2024/09/27;App;300;2024/10/22;1;157,57;105
RES010232;2024/05/25;At the hotel;409;2024/09/23;1;139,76;105
RES010233;2024/08/05;GDS;176;2024/09/12;2;213,81;106
RES010234;2024/10/04;Phone;314;2024/10/10;1;155,55;104
RES010235;2024/09/02;GDS;49;2024/10/03;2;82,6;110
RES010236;2024/09/25;At the hotel;380;2024/10/11;1;198,53;109
RES010237;2024/09/21;Velora.com;448;2024/10/02;1;288,14;103
RES010238;2024/08/29;Velora.com;500;2024/09/05;4;129,88;105
RES010239;2024/09/23;GDS;305;2024/10/28;2;145,77;106
RES010240;2024/10/22;At the hotel;313;2024/10/23;2;78,59;101
RES010241;2024/09/01;Phone;148;2024/09/25;1;182,46;103
RES010242;2024/09/24;At the hotel;102;2024/10/07;2;0;109
RES010243;2024/09/07;Velora.com;76;2024/09/14;2;112,74;106
RES010244;2024/08/26;At the hotel;366;2024/09/30;2;218,07;102
RES010245;2024/09/19;At the hotel;390;2024/09/20;2;222,59;104
RES010246;2024/10/24;At the hotel;157;2024/10/27;1;163,63;106
RES010247;2024/09/10;GDS;265;2024/10/10;1;184,38;109
RES010248;2024/09/06;Velora.com;175;2024/10/19;1;112,05;104
RES010249;2024/08/30;GDS;87;2024/09/10;1;132,52;101
RES010250;2024/08/31;GDS;245;2024/09/25;2;105,42;108
RES010251;2024/08/04;GDS;459;2024/10/07;1;145,77;110
RES010252;2024/10/01;Velora.com;91;2024/10/05;1;110,78;106
RES010253;2024/09/18;Phone;108;2024/09/26;2;144,56;106
RES010254;2024/09/23;At the hotel;27;2024/09/24;2;142,6;102
RES010255;2024/08/05;At the hotel;491;2024/09/26;2;158,77;103
RES010256;2024/10/08;GDS;326;2024/10/09;1;112,65;110
RES010257;2024/09/08;GDS;32;2024/09/29;2;96,46;101
RES010258;2024/09/18;At the hotel;66;2024/09/19;1;180,35;109
RES010259;2024/10/07;App;494;2024/10/10;1;108,84;107
RES010260;2024/10/03;GDS;331;2024/10/09;1;112,65;101
RES010261;2024/10/12;At the hotel;83;2024/10/15;2;207,62;108
RES010262;2024/10/28;Velora.com;180;2024/10/30;2;105,42;102
RES010263;2024/10/17;At the hotel;341;2024/10/18;3;70,48;106
RES010264;2024/09/21;GDS;95;2024/10/08;2;192,51;110
RES010265;2024/09/05;Velora.com;317;2024/09/12;3;118,07;109
RES010266;2024/07/19;GDS;39;2024/09/17;1;249,37;103
RES010267;2024/09/15;Phone;369;2024/10/01;2;274,79;107
RES010268;2024/09/26;At the hotel;407;2024/10/01;2;190,11;110
RES010269;2024/10/03;Velora.com;100;2024/10/05;2;192,72;109
RES010270;2024/09/29;At the hotel;105;2024/10/03;2;62,7;101
RES010271;2024/09/20;Phone;470;2024/10/11;1;4,89;109
RES010272;2024/09/19;Velora.com;319;2024/10/01;2;198,41;110
RES010273;2024/04/28;Velora.com;215;2024/09/28;2;120,58;107
RES010274;2024/09/13;At the hotel;349;2024/09/14;1;0;109
RES010275;2024/09/14;GDS;280;2024/10/07;3;206,02;108
RES010276;2024/09/24;Velora.com;56;2024/09/26;2;143,36;104
RES010277;2024/10/03;At the hotel;374;2024/11/03;2;70,48;110
RES010278;2024/09/23;At the hotel;378;2024/10/25;2;190,36;107
RES010279;2024/03/14;Velora.com;237;2024/09/18;2;153,88;106
RES010280;2024/08/05;At the hotel;327;2024/10/19;1;188,61;103
RES010281;2024/10/03;At the hotel;436;2024/10/04;1;186,73;103
RES010282;2024/10/25;Velora.com;70;2024/10/25;2;33,61;101
RES010283;2024/09/03;Velora.com;16;2024/09/09;3;33,78;110
RES010284;2024/10/05;App;399;2024/11/05;2;132,53;107
RES010285;2024/09/19;Phone;448;2024/10/13;3;196,79;109
RES010286;2024/09/29;GDS;86;2024/11/01;2;168,81;108
RES010287;2024/10/15;Velora.com;368;2024/10/15;3;181,29;102
RES010288;2024/08/22;GDS;63;2024/09/12;2;132,53;102
RES010289;2024/06/16;Phone;273;2024/09/04;1;181,79;103
RES010290;2024/09/20;At the hotel;188;2024/10/21;2;163,37;110
RES010291;2024/09/08;At the hotel;7;2024/09/09;2;0;110
RES010292;2024/02/03;App;103;2024/09/04;1;123,92;103
RES010293;2024/08/18;Velora.com;496;2024/10/15;2;166,3;107
RES010294;2024/10/05;Connected Wholesaler;214;2024/10/13;2;93,82;108
RES010295;2024/09/29;GDS;216;2024/10/24;3;134,34;107
RES010296;2024/10/17;Velora.com;378;2024/10/26;2;122,47;109
RES010297;2024/10/24;Phone;424;2024/10/26;2;162,31;103
RES010298;2024/10/04;At the hotel;385;2024/10/04;1;70,91;105
RES010299;2024/10/09;GDS;96;2024/10/10;1;133,33;102
RES010300;2024/10/12;At the hotel;183;2024/10/15;3;132,53;109
RES010301;2024/08/30;Velora.com;492;2024/09/16;3;81,26;105
RES010302;2024/09/30;Phone;200;2024/10/10;1;187,95;110
RES010303;2024/09/06;At the hotel;397;2024/09/07;3;70,91;107
RES010304;2024/10/19;Velora.com;476;2024/11/30;1;170,57;106
RES010305;2024/07/10;At the hotel;102;2024/09/20;5;156,62;104
RES010306;2024/07/03;Phone;451;2024/09/07;1;160,24;107
RES010307;2024/07/31;Velora.com;250;2024/09/23;2;33,74;105
RES010308;2024/09/20;Phone;322;2024/11/03;1;33,78;103
RES010309;2024/09/11;Connected Wholesaler;256;2024/09/21;3;170,54;105
RES010310;2024/10/19;Velora.com;181;2024/10/20;3;123,96;101
RES010311;2024/10/11;Phone;185;2024/10/15;3;138,55;104
RES010312;2024/08/02;GDS;346;2024/10/28;2;223,19;101
RES010313;2024/09/14;App;348;2024/10/19;2;194,38;107
RES010314;2024/10/02;App;414;2024/10/04;1;167,1;109
RES010315;2024/09/29;Velora.com;39;2024/10/30;2;33,99;109
RES010316;2024/07/31;GDS;470;2024/09/24;2;141,61;102
RES010317;2024/10/26;Velora.com;437;2024/10/30;2;33,78;103
RES010318;2024/09/20;Phone;400;2024/09/23;1;229,81;109
RES010319;2024/09/02;GDS;15;2024/09/29;2;152,66;106
RES010320;2024/10/23;Velora.com;170;2024/10/23;2;224,33;108
RES010321;2024/10/19;Connected Wholesaler;111;2024/10/19;1;159,19;107
RES010322;2024/09/11;GDS;404;2024/09/17;1;153,61;105
RES010323;2024/08/21;GDS;369;2024/09/16;1;150,59;106
RES010324;2024/09/28;At the hotel;229;2024/11/03;1;33,94;104
RES010325;2024/04/19;Phone;247;2024/09/12;1;141,61;105
RES010326;2024/10/03;At the hotel;111;2024/11/04;5;193,94;108
RES010327;2024/09/21;Velora.com;492;2024/10/20;2;129,88;110
RES010328;2024/10/02;Velora.com;48;2024/10/08;1;114,7;107
RES010329;2024/08/16;At the hotel;181;2024/10/16;2;198,53;109
RES010330;2024/09/26;GDS;499;2024/09/26;2;117,13;109
RES010331;2024/10/17;At the hotel;346;2024/10/21;2;0;110
RES010332;2024/09/30;Connected Wholesaler;142;2024/10/02;1;102,46;101
RES010333;2024/10/17;At the hotel;193;2024/10/17;2;132,53;104
RES010334;2024/09/25;Velora.com;315;2024/09/27;1;131,62;108
RES010335;2024/08/10;GDS;6;2024/10/07;1;180,72;110
RES010336;2024/09/15;App;306;2024/09/26;1;149,4;103
RES010337;2024/09/13;Connected Wholesaler;423;2024/09/14;1;132,94;106
RES010338;2024/08/07;GDS;83;2024/09/30;4;384,05;108
RES010339;2024/08/22;Velora.com;160;2024/09/13;1;124,7;102
RES010340;2024/09/19;GDS;428;2024/09/26;2;153,12;108
RES010341;2024/09/10;Velora.com;170;2024/09/12;2;159,06;103
RES010342;2024/09/04;Phone;146;2024/09/18;2;250,2;101
RES010343;2024/09/01;At the hotel;70;2024/09/08;2;33,73;109
RES010344;2024/09/20;Connected Wholesaler;224;2024/09/23;1;111,59;104
RES010345;2024/09/13;GDS;342;2024/09/19;3;140,77;107
RES010346;2024/07/17;Phone;218;2024/09/27;2;157,83;103
RES010347;2024/08/15;App;127;2024/09/15;1;178,72;107
RES010348;2024/10/23;Velora.com;256;2024/10/25;4;115,15;107
RES010349;2024/09/05;Velora.com;482;2024/10/16;1;188,91;105
RES010350;2024/07/14;GDS;111;2024/09/25;1;295,15;110
RES010351;2024/09/20;GDS;223;2024/09/23;1;192,37;102
RES010352;2024/09/08;GDS;86;2024/10/13;4;116,07;108
RES010353;2024/06/15;Velora.com;180;2024/09/13;1;219,46;103
RES010354;2024/08/10;Velora.com;275;2024/09/26;1;141,68;101
RES010355;2024/10/18;Velora.com;177;2024/10/18;3;137,35;105
RES010356;2024/10/26;At the hotel;19;2024/10/30;2;0;104
RES010357;2024/10/29;At the hotel;175;2024/10/30;1;120,48;105
RES010358;2024/08/10;GDS;433;2024/10/02;1;200,6;108
RES010359;2024/10/05;At the hotel;112;2024/10/18;2;163,07;103
RES010360;2024/10/29;At the hotel;485;2024/11/02;1;192,75;104
RES010361;2024/09/07;GDS;216;2024/09/10;3;198,38;105
RES010362;2024/10/15;App;440;2024/11/16;3;187,88;105
RES010363;2024/10/14;Velora.com;457;2024/10/18;1;177,17;105
RES010364;2024/10/12;Phone;478;2024/10/22;1;134,94;101
RES010365;2024/10/04;At the hotel;405;2024/10/05;2;33,66;108
RES010366;2024/10/20;At the hotel;464;2024/11/22;4;186,36;108
RES010367;2024/08/28;Velora.com;368;2024/09/03;1;177,09;106
RES010368;2024/10/22;GDS;121;2024/10/24;1;133,33;109
RES010369;2024/09/10;Phone;434;2024/09/12;2;122,89;105
RES010370;2024/10/18;Velora.com;10;2024/10/19;2;137,06;107
RES010371;2024/09/27;GDS;258;2024/10/16;1;156,61;106
RES010372;2024/10/01;GDS;7;2024/10/15;1;144,58;105
RES010373;2024/09/09;Phone;181;2024/09/29;1;131,06;101
RES010374;2024/10/02;At the hotel;403;2024/10/04;1;156,61;102
RES010375;2024/09/21;GDS;220;2024/10/11;2;120,47;103
RES010376;2024/09/19;GDS;13;2024/10/26;1;117,02;108
RES010377;2024/10/01;Velora.com;186;2024/11/16;1;192,75;103
RES010378;2024/09/14;Velora.com;225;2024/09/25;2;233,39;110
RES010379;2024/09/12;GDS;470;2024/10/23;1;112,05;103
RES010380;2024/09/10;Velora.com;147;2024/09/11;1;123,97;103
RES010381;2024/10/03;At the hotel;396;2024/10/06;3;147,11;110
RES010382;2024/09/26;Phone;314;2024/10/16;4;189,09;101
RES010383;2024/10/25;App;345;2024/10/26;1;163,07;106
RES010384;2024/10/10;At the hotel;483;2024/10/11;1;180,71;105
RES010385;2024/09/28;At the hotel;233;2024/09/29;2;204,82;103
RES010386;2024/09/18;Velora.com;11;2024/09/24;2;82,6;107
RES010387;2024/10/15;Velora.com;129;2024/10/20;2;138,13;102
RES010388;2024/10/24;App;56;2024/11/26;2;144,24;102
RES010389;2024/10/02;GDS;293;2024/10/14;2;208,48;101
RES010390;2024/10/15;Velora.com;93;2024/10/15;2;48,19;107
RES010391;2024/09/20;Connected Wholesaler;207;2024/09/21;2;82,92;104
RES010392;2024/09/27;Velora.com;325;2024/10/23;3;160,23;101
RES010393;2024/10/19;App;365;2024/11/01;1;132,53;105
RES010394;2024/08/27;Connected Wholesaler;131;2024/09/04;2;164,59;104
RES010395;2024/10/11;Phone;345;2024/10/15;2;163,99;102
RES010396;2024/10/14;At the hotel;458;2024/11/15;1;62,64;107
RES010397;2024/07/22;GDS;69;2024/10/07;2;164,88;103
RES010398;2024/09/17;GDS;205;2024/09/22;3;122,88;104
RES010399;2024/06/04;Velora.com;306;2024/10/21;2;209,94;107
RES010400;2024/10/25;GDS;470;2024/10/29;2;112,65;110
RES010401;2024/10/07;Velora.com;36;2024/10/08;1;265,11;101
RES010402;2024/10/09;Velora.com;52;2024/10/10;2;112,65;101
RES010404;2024/10/12;Connected Wholesaler;362;2024/10/21;2;174,86;110
RES010405;2024/09/03;Velora.com;233;2024/10/12;3;66,67;107
RES010406;2024/08/10;GDS;268;2024/09/13;2;117,77;104
RES010407;2024/09/19;Velora.com;136;2024/09/26;3;170,98;105
RES010408;2024/07/30;GDS;185;2024/09/25;2;249,61;105
RES010409;2024/09/08;Velora.com;101;2024/10/04;1;162,43;106
RES010410;2024/10/01;GDS;131;2024/10/07;3;122,89;108
RES010411;2024/09/26;Velora.com;291;2024/10/07;2;33,81;109
RES010412;2024/10/16;Phone;153;2024/10/30;3;264,11;101
RES010413;2024/07/18;Phone;183;2024/10/02;1;141,61;104
RES010414;2024/10/08;At the hotel;373;2024/10/20;1;180,35;109
RES010415;2024/10/23;App;52;2024/10/31;1;188,84;101
RES010416;2024/09/27;At the hotel;308;2024/10/16;2;206,06;107
RES010417;2024/08/21;GDS;6;2024/09/19;2;392,97;106
RES010418;2024/09/17;Velora.com;334;2024/09/29;2;164,96;102
RES010419;2024/09/29;Connected Wholesaler;289;2024/11/03;1;335,65;105
RES010420;2024/08/12;GDS;303;2024/10/02;2;145,78;103
RES010421;2024/08/23;Phone;307;2024/10/01;2;162,65;101
RES010422;2024/09/08;Phone;454;2024/10/19;2;198,84;108
RES010423;2024/10/05;Velora.com;356;2024/10/05;2;146,21;103
RES010424;2024/09/05;At the hotel;63;2024/10/01;1;157,57;103
RES010425;2024/09/26;Connected Wholesaler;367;2024/09/26;4;94,88;101
RES010426;2024/08/15;App;217;2024/10/04;2;132,89;103
RES010427;2024/09/13;GDS;93;2024/09/24;2;163,51;105
RES010428;2024/09/25;GDS;471;2024/10/30;2;216,58;102
RES010429;2024/09/30;Velora.com;55;2024/10/02;1;103,34;102
RES010430;2024/10/06;Velora.com;478;2024/10/16;2;211,12;104
RES010432;2024/10/10;At the hotel;159;2024/10/14;2;144,58;107
RES010433;2024/08/03;Velora.com;254;2024/09/19;3;289,27;103
RES010434;2024/06/29;GDS;315;2024/09/10;2;152,66;105
RES010435;2024/09/28;At the hotel;347;2024/09/29;1;126,61;101
RES010436;2024/09/24;At the hotel;392;2024/10/06;2;63,03;107
RES010437;2024/10/25;Velora.com;200;2024/11/30;1;167,08;105
RES010438;2024/09/13;GDS;79;2024/10/21;2;128,72;107
RES010439;2024/09/09;Phone;325;2024/09/22;2;151,51;107
RES010440;2024/09/20;Velora.com;355;2024/09/21;1;137,06;104
RES010441;2024/10/06;Velora.com;134;2024/10/08;2;144,07;101
RES010442;2024/10/01;App;63;2024/10/09;1;159,03;101
RES010443;2024/10/08;Velora.com;400;2024/10/23;3;120,43;110
RES010444;2024/04/22;At the hotel;478;2024/10/20;3;112,04;110
RES010445;2024/09/20;Connected Wholesaler;382;2024/10/26;2;136,49;101
RES010446;2024/09/20;GDS;411;2024/10/17;1;134,34;102
RES010447;2024/10/15;Phone;392;2024/10/31;2;201,88;110
RES010448;2024/09/10;Velora.com;53;2024/10/23;1;35,73;106
RES010449;2024/09/09;At the hotel;451;2024/09/10;2;147,88;105
RES010450;2024/09/22;Velora.com;158;2024/10/08;1;141,68;110
RES010451;2024/10/10;Velora.com;55;2024/10/24;4;224,04;106
RES010452;2024/09/18;At the hotel;337;2024/09/19;2;114,46;106
RES010453;2024/08/25;Velora.com;115;2024/10/01;1;178,59;105
RES010454;2024/09/26;Velora.com;399;2024/09/28;2;107,62;101
RES010455;2024/09/08;Velora.com;404;2024/09/15;2;123;104
RES010456;2024/08/11;Velora.com;134;2024/09/20;1;33,81;105
RES010457;2024/10/09;At the hotel;134;2024/10/11;3;150,6;110
RES010458;2024/08/29;Phone;397;2024/09/08;1;132,53;109
RES010459;2024/09/15;GDS;88;2024/09/17;2;144,58;102
RES010460;2024/09/10;Velora.com;191;2024/09/11;1;129,88;101
RES010461;2024/09/16;At the hotel;36;2024/09/18;3;204,99;101
RES010462;2024/10/09;Velora.com;29;2024/10/14;1;112,85;109
RES010463;2024/09/11;GDS;447;2024/09/11;2;159,3;102
RES010464;2024/09/03;At the hotel;333;2024/09/06;1;170,98;106
RES010465;2024/10/18;GDS;17;2024/10/22;2;146,56;109
RES010466;2024/09/02;Velora.com;104;2024/10/30;2;265,66;104
RES010467;2024/10/07;GDS;114;2024/10/16;2;282,75;104
RES010468;2024/05/15;Velora.com;396;2024/09/28;3;206,94;105
RES010469;2024/08/23;GDS;245;2024/09/12;1;109,09;108
RES010470;2024/09/07;App;454;2024/09/19;1;128,55;110
RES010471;2024/09/20;GDS;270;2024/10/23;3;206,73;109
RES010472;2024/09/06;GDS;133;2024/10/31;2;134,34;108
RES010473;2024/09/20;Phone;239;2024/10/16;1;146,99;109
RES010474;2024/10/11;At the hotel;297;2024/11/12;1;210,84;106
RES010475;2024/10/11;At the hotel;415;2024/10/17;1;122,13;110
RES010476;2024/10/13;Velora.com;495;2024/10/20;2;114,74;110
RES010477;2024/10/04;App;184;2024/10/24;1;171,08;105
RES010478;2024/09/15;At the hotel;445;2024/09/17;4;0;108
RES010479;2024/09/09;At the hotel;455;2024/09/15;1;33,76;109
RES010480;2024/09/14;Velora.com;139;2024/10/09;2;219,83;103
RES010481;2024/08/29;Velora.com;185;2024/10/05;2;128,9;106
RES010482;2024/10/18;Velora.com;239;2024/10/19;2;133,24;109
RES010483;2024/10/03;At the hotel;427;2024/11/03;1;70,48;105
RES010484;2024/08/21;Connected Wholesaler;327;2024/09/24;1;221,51;109
RES010485;2024/09/13;Velora.com;3;2024/10/14;1;204,54;102
RES010486;2024/10/02;At the hotel;427;2024/10/17;1;118,17;102
RES010487;2024/10/09;App;182;2024/10/31;1;113,52;108
RES010488;2024/08/18;Velora.com;168;2024/10/17;2;389,11;104
RES010489;2024/10/15;Velora.com;378;2024/10/24;1;168,67;101
RES010490;2024/10/16;GDS;83;2024/10/23;1;247,62;106
RES010491;2024/09/02;App;37;2024/09/09;2;138,54;103
RES010492;2024/10/01;At the hotel;84;2024/10/27;2;0;104
RES010493;2024/09/20;At the hotel;96;2024/09/20;2;0;104
RES010494;2024/06/04;Velora.com;291;2024/09/03;1;183,2;104
