id,name,sex,height,weight,team
116336,Naim Sleymanolu,M,150,62,Turkey
116337,Nurhan Sleymanolu,M,175,63,Turkey
116338,Elxan Sleymanov,M,160,62,Azerbaijan
116339,Renart Vafich Suleymanov,M,171,70,Soviet Union
116340,Ilyas Duysenovich Suleymenov,M,167,,Kazakhstan
116341,Alexandru uli,M,,,Romania
116342,Ilirjan Suli,M,171,76.5,Albania
116343,Peauope Suli,M,190,90,Tonga
116344,Renato Suli,M,197,98,Croatia
116345,Dumitru Sulic,M,,,Romania
116346,Marina Sulicich (-Campbell),F,156,45,Australia
116347,Alex Misael Suligoy,M,180,90,Argentina
116348,Hussain Omar Abdul Ghani Sulimani,M,172,,Saudi Arabia
116349,"Catherine Ann ""Cathy"" Sulinski",F,175,76,United States
116350,Eddy Sulistianto (Suprapto),M,171,84,Indonesia
116351,Wahid Yudhi Sulistianto,M,,,Indonesia
116352,Erma S. Sulistyaningsih,F,,,Indonesia-2
116353,Linn Jrum Sulland,F,178,,Norway
116354,Arthur Lindsay Sulley,M,,,Great Britain
116355,Massimo Sulli,M,,,Italy
116356,Marcel Sulliger,M,177,73,Switzerland
116357,Betsy Sullivan (-Sharp),F,159,50,Jamaica
116358,"Daniel Aubrey ""Dan"" Sullivan",M,178,70,United States
116359,"Andrew Derek ""Drew"" Sullivan",M,203,98,Great Britain
116360,Eamon Wade Sullivan,M,189,78,Australia
116361,Erik Thomas Sullivan,M,193,,United States
116362,"Francis Cornelius ""Frank"" Sullivan",M,180,81,Canada
116363,"Francis Gerald ""Frank"" Sullivan",M,,,Canada
116364,"John ""Jack"" Sullivan",M,,,St. Louis Amateur Athletic Association
116365,James Paul Sullivan,M,175,68,United States
116366,"Joseph Albert Taylor ""Joe"" Sullivan",M,,,Canada
116367,"John ""Johnny"" Sullivan",M,,,Great Britain
116368,Joseph Sullivan,M,182,82,New Zealand
116369,Kevin Roy Sullivan,M,180,67,Canada
116370,Lara Javaise Sullivan,F,167,61,Australia
116371,Marco Timothy Sullivan,M,180,93,United States
116372,Michael J. Sullivan,M,163,76,Great Britain
116373,Michael Jeffrey Sullivan,M,188,93,United States
116374,"Mary C. ""Molly"" Sullivan (-Sliney)",F,167,61,United States
116375,Monique Sullivan,F,167,50,Canada
116376,"Nicholas Alexander ""Nick"" Sullivan",M,183,84,United States
116377,"William Patrick ""Pat"" Sullivan",M,173,,India
116378,Rebecca Sullivan,F,164,52,Australia
116379,John Robert Sullivan,M,178,68,Great Britain
116380,Sean Sullivan,M,,,Ireland
116381,"Terence Allman ""Terry"" Sullivan",M,155,58,Rhodesia
116382,John Allen Sully,M,,,Impala
116383,Kenneth Sully,M,176,70,Canada
116384,Siergot Sully,M,171,63,Haiti
116385,Mihai ul,M,160,62,Romania
116386,Abdullah Sultan,M,,,United Arab Emirates
116387,Anwer Sultan,M,178,77,India
116388,Faye Sultan Hussain,F,182,67,Kuwait
116389,Hassan Sultan,M,177,74,Egypt
116390,Jasem Yacoub Sultan,M,179,79,Kuwait
116391,Majed Saeed Sultan,M,190,62,Qatar
116392,Majid Mohamed Al-Ali Sultan,M,182,106,Kuwait
116393,Marwa Sultan,F,,,Egypt
116394,Mohammad Sultan,M,,,Afghanistan
116395,Simret Sultan Ghebermichael,F,165,48,Eritrea
116396,Sabrina Sultana,F,151,45,Bangladesh
116397,Basharmal Sultani,M,170,69,Afghanistan
116398,Bakhodirdzhon Sultanov,M,166,57,Uzbekistan
116399,Rafikzhon Sultanov,M,166,48,Uzbekistan
116400,Firaya Rifkatovna Sultanova (-Zhdanova),F,166,52,Russia
116401,Emma Sulter,F,162,54,France
116402,Reinhold Sulzbacher,M,170,70,Austria
116403,Willy Sulzbacher,M,,,France
116404,Klaus Sulzenbacher,M,186,67,Austria
116405,Kurt Sulzenbacher,M,182,96,Italy
116406,Alexander Sulzer,M,187,92,Germany
116407,Cornelia Sulzer,F,,,Austria
116408,"Johann ""Hans"" Sulzer",M,175,83,Austria
116409,Eunice Jepkoech Sum,F,170,54,Kenya
116410,Kanuti Arap Sum,M,165,62,Kenya
116411,Baba Ibrahim Suma-Keita,M,174,65,Sierra Leone
116412,Mariana Suman (Filip-),F,164,54,Romania
116413,Christoph Sumann,M,182,80,Austria
116414,Adille Sumariwalla,M,168,67,India
116415,Mikhail Nikolayevich Sumarokov-Elston,M,,,Russia
116416,Julius Sumaye,M,166,64,Tanzania
116417,Cahit Sme,M,178,67,Turkey
116418,Ion Sumedrea,M,,,Romania
116419,John Zoltan Sumegi,M,182,85,Australia
116420,Holger Rafael Sumelius,M,,,Lynn
116421,Gustaf Oscar Sumelius,M,,,Sheerio
116422,Cevdet Smer,M,171,65,Turkey
116423,Fahri Smer,M,168,60,Turkey
116424,Jemima Jelagat Sumgong,F,160,45,Kenya
116425,Hansjrg Sumi,M,164,56,Switzerland
116426,Roger John Leonard Sumich,M,173,74,New Zealand
116427,Osamu Sumida,M,182,65,Japan
116428,Satoshi Sumida,M,177,65,Japan
116429,Tomio Sumimoto,M,168,70,Japan
116430,Kosaku Sumiyoshi,M,174,68,Japan
116431,Miyako Sumiyoshi,F,162,56,Japan
116432,Raimo Olavi Summanen,M,181,84,Finland
116433,Teemu Tapio Summanen,M,171,54,Finland
116434,Anton Summer,M,183,78,Austria
116435,Johann Summer,M,182,77,Austria
116436,Katie Louise Summerhayes,F,171,68,Great Britain
116437,Brodie Summers,M,183,83,Australia
116438,Dorothy Summers,F,156,51,Great Britain
116439,George F. Summers,M,,,Great Britain
116440,John Harold Summers,M,,,Australia
116441,John F. Summers,M,,,United States-2
116442,"Thomas Philip ""Tony"" Summers",M,,,Great Britain
116443,Laura Ann Summerton-Hodges,F,190,78,Australia
116444,Rosalynn Diane Sumners (-Kain),F,155,47,United States
116445,Herbert Clayton Sumney,M,,,United States
116446,Igor Sumnikov,M,184,74,Soviet Union
116447,Irina Vladimirovna Sumnikova (Sviridenko-),F,170,60,Soviet Union
116448,"Kristiono ""Kris"" Sumono",M,,,Indonesia
116449,Sumol Sumontame,M,171,77,Thailand
116450,Prasert Sumpradit,M,173,75,Thailand
116451,Sarat Sumpradit,M,181,94,Thailand
116452,Yury Sumtsov,M,178,77,Soviet Union
116453,Sun Chao,F,169,59,China
116454,Sun Dan,F,166,56,China
116455,Sun Dan,F,177,57,China
116456,Sun Dandan,F,162,58,China
116457,Sun Dongmei,F,163,58,China
116458,Sun Fengwu,M,190,85,China
116459,Sun Fuming,F,178,124,China
116460,Gregory Sun,M,183,86,Trinidad and Tobago
116461,Sun Guangxia,F,181,78,China
116462,Sun Guoqiang,M,175,67,China
116463,Sun Hongyun,F,170,56,China
116464,Sun Huizi,F,182,69,China
116465,Sun Jie,M,182,69,China
116466,Sun Jin,F,166,60,China
116467,Sun Jinshun,M,168,80,China
116468,Jue-Fen Sun,F,176,69,Italy
116469,Sun Jun,M,197,100,China
116470,Sun Jun,M,175,65,China
116471,Sun Jun,M,200,98,China
116472,Sun Kuang-Ming,M,170,90,Chinese Taipei
116473,Sun Laimiao,F,176,74,China
116474,Sun Li,F,170,63,China
116475,Sun Lingfeng,M,173,67,China
116476,Sun Linlin,F,161,56,China
116477,Sun Longjiang,M,194,85,China
116478,Sun Man,F,176,64,China-2
116479,Sun Man,M,188,70,China
116480,Sun Meichen,F,175,63,China
116481,Sun Mengran,F,195,83,China
116482,Sun Mengxin,F,190,84,China
116483,Sun Mi-Sook,F,178,65,South Korea
116484,Sun Ping,M,180,63,China
116485,Sun Qinghai,M,188,83,China
116486,Sun Qingmei,F,162,56,China
116487,Sun Qiuting,F,171,55,China
116488,Sun Ribo,F,165,55,China
116489,Sun Rui,F,169,60,China
116490,Sun Senlin,M,196,90,China
116491,Sun Shuwei,M,155,45,China
116492,Sun Sinan,F,168,70,China
116493,Sun Sumei,F,170,58,China
116494,Sun Tianjun,M,172,68,China
116495,Sun Tiantian,F,175,64,China-1
116496,Sun Wei,M,170,85,China
116497,Sun Wei,M,193,69,China
116498,Sun Wen,F,162,60,China
116499,Sun Wenyan,F,170,58,China
116500,Sun Xiao,F,167,57,China
116501,Sun Xiaolei,M,180,70,China
116502,Sun Xiaoping,M,,,China
116503,Sun Xiulan,F,168,63,China
116504,Sun Yanan,F,161,51,China
116505,Sun Yang,M,198,89,China
116506,Sun Yating,F,180,76,China
116507,Sun Yawei,F,169,60,China
116508,Sun Ye,F,169,61,China
116509,Sun Yih-Shong,M,173,78,Chinese Taipei
116510,Sun Yingjie,F,164,50,China
116511,Sun Yiwen,F,177,63,China
116512,Sun Yue,F,186,76,China
116513,Sun Yue,M,206,95,China
116514,Sun Yujie,F,185,78,China
116515,Sun Yujun,F,168,65,China
116516,Sun Zhifeng,F,158,58,China
116517,"Clifton S. ""Cliff"" Sunada",M,,60,United States
116518,Sadahiro Sunaga,M,,,Japan
116519,Yuki Sunaga,F,171,62,Japan
116520,Francisco Sunara,M,,,Uruguay
116521,Ivan Sunara,M,203,95,Yugoslavia
116522,Rade Sunara,M,,,Yugoslavia
116523,Sunarto,M,157,62,Indonesia
116524,Carl-Johan Sund,M,,,Sweden
116525,Heidi Sundal,F,181,75,Norway
116526,Olav Johan Sundal,M,,,Norway
116527,Ibrahim Sunday,M,168,61,Ghana
116528,Johnson Sunday,M,182,79,Nigeria
116529,"Arne Enar ""Arnie"" Sundberg",M,,,United States
116530,Harry Fritz Klas Sundberg,M,,,Sweden
116531,Ingrid Maria Sundberg (-Nilsson),F,161,45,Sweden
116532,Jaana Sundberg,F,164,52,Finland
116533,"Nils Johan ""John"" Sundberg",M,177,79,Sweden
116534,Maud Elisabeth Sundberg (-Nrklit),F,,,Sweden
116535,Sven Nils Patrik Sundberg,M,169,71,Sweden
116536,Per Lennart Harald Sundberg,M,184,77,Sweden
116537,Eric Gustav Sundblad,M,,,Sweden
116538,Jon Christoffer Sundby,M,171,72,Norway
116539,Martin Johnsrud Sundby,M,174,72,Norway
116540,Siren Sundby,F,165,54,Norway
116541,Tom Sundby,M,185,75,Norway
116542,Sigrid Milfrid Sundby-Dybedahl,F,172,74,Norway
116543,Arthur Trygve Sundbye,M,,,United States
116544,Arne Toralf Sunde,M,,,Norway
116545,Arnulf Sunde,M,184,87,Norway
116546,Olav Sunde,M,180,77,Norway
116547,Per Martin Sunde,M,,,Norway
116548,Jrgen Lars Sundelin,M,181,70,Sweden
116549,Peter Nils Sundelin,M,191,87,Sweden
116550,Lars Stefan Sundelin,M,182,78,Sweden
116551,Ulf Artur Sundelin,M,185,73,Sweden
116552,Leif Reijo Sundn,M,168,50,Finland
116553,"Daniel Alrik ""Dan"" Sundn-Cullberg",M,,,Swedish Star
116554,Simon Swamidas Sunder Raj,M,173,63,India
116555,"Jennifer Lee ""Jenny"" Sunderland (-Couch)",F,161,50,Australia
116556,Julene Sunderland (-Grant),F,164,54,Australia
116557,Paul Benedict Sunderland,M,195,86,United States
116558,Scott Sunderland,M,178,92,Australia
116559,Henning Leopold Sundesson,M,,,Sweden
116560,Sndeviin Byambatseren,F,162,55,Mongolia
116561,Kip Gordon Sundgaard,M,,,United States
116562,Nils Gustaf Sundh,M,,,Sweden
116563,Pia Mariane Sundhage,F,,,Sweden
116564,Karl Ludvig Sundholm,M,,,Vaxholm Roddklubb
116565,"Carl Axel Gunnar ""Carl-Gunnar"" Sundin",M,,,Sweden
116566,Mats Johan Sundin,M,193,100,Sweden
116567,Karl Ronnie Sundin,M,186,100,Sweden
116568,Johan Adolf Sundkvist,M,168,65,Sweden
116569,Gunnar Isidor Sundman,M,,,Sweden
116570,Carl Edward Sundquist,M,183,79,United States
116571,Nils Jrgen Sundqvist,M,178,75,Sweden
116572,Karl-Axel Sundqvist,M,184,88,Sweden
116573,Gunnevi Monica Susann Sundqvist,F,178,61,Finland
116574,Kati Susanna Sundqvist-Venlinen,F,164,58,Finland
116575,Pia Ann-Katrine Sundstedt,F,168,52,Finland
116576,"Rebecca Lynn ""Becky"" Sundstrom (-Thometz)",F,170,63,United States
116577,Einar Alexander Sundstrm,M,,56,Finland
116578,Holger Bertil Sundstrm,M,186,85,Humbug V
116579,Lars Niklas Sundstrm,M,183,91,Sweden
116580,Sixten Erik Axel Sundstrm,M,,,Sweden
116581,Tryggve Andreas Sundstrm,M,,,Sweden-1
116582,Richard Sunee,M,152,51,Mauritius
116583,Gitte Jensby Sunesen,F,,,Denmark
116584,Karl Ossian Militz Suneson,M,179,83,Sweden
116585,Sung Ching-Yang,M,168,66,Chinese Taipei
116586,Sung Na,F,166,62,China
116587,Sung Tsong-Wei,M,,,China
116588,Sung Yi-Chieh,F,164,57,Chinese Taipei
116589,Sung Yu-Chi,M,174,68,Chinese Taipei
116590,Leo Olavi Suni,M,,,Finland
116591,Leane Suniar,F,163,63,Indonesia
116592,Gunnar Mattias Sunneborn,M,187,85,Sweden
116593,Vicky Sunohara,F,170,75,Canada
116594,Nozomi Sunouchi,F,164,56,Japan
116595,Inkululeko Suntele,M,,,Lesotho
116596,Jorma Ilmari Suokko,M,172,76,Finland
116597,Roope Samuel Suomalainen,M,180,81,Finland
116598,Klaus Uuno Suomela (Lindholm-),M,,,Finland
116599,Olavi Akseli Suomela,M,177,80,Finland
116600,Pekka Juhani Suomela,M,171,73,Finland
116601,Heidi Johanna Suomi,F,176,56,Finland
116602,Petri Juhani Suominen,M,186,78,Finland
116603,Kalevi Ensio Suoniemi,M,164,63,Finland
116604,Tauno Johannes Suoniemi,M,,67,Finland
116605,Seppo Sihveri Suoraniemi,M,176,78.5,Finland
116606,Tommy Roger Suoraniemi,M,164,65,Sweden
116607,Pekka Antero Suorsa,M,175,56.5,Finland
116608,Hamid Supaat,M,166,57,Malaysia
116609,Puttita Supajirakul,F,184,72,Thailand
116610,Bedich upk,M,,,Czechoslovakia
116611,Alfons Supersaxo,M,,,Switzerland
116612,Sitthisak Suphalak,M,164,69,Thailand
116613,Claire Supiot (-Carrier),F,170,61,France
116614,Andrej upka,M,181,76,Slovakia
116615,Luc Suplis,M,186,85,Belgium
116616,Zoltn Supola,M,171,62,Hungary
116617,Krzysztof Supowicz,M,177,73,Poland
116618,"Phang Cue ""P. C."" Suppiah",M,168,54,Singapore
116619,"Anthony ""Tony"" Supple",M,170,83,Great Britain
116620,Francesco Suppo,M,,,Italy
116621,Michela Suppo,F,163,64,Italy
116622,Bambang Supriyanto,M,173,69,Indonesia-2
116623,Joko Supriyanto,M,173,68,Indonesia
116624,Andrzej Supron,M,169,66,Poland
116625,Marina Pavlovna Suprun,F,182,87,Soviet Union
116626,Eva uranov (Kucmanov-),F,172,58,Czechoslovakia
116627,Khatijah Surattee,F,155,52,Singapore
116628,Andrey Aleksandrovich Suraykin,M,170,68,Soviet Union-2
116629,Bolesaw Surao-Gajduczeni,M,,,Poland
116630,Dragutin urbek,M,,,Croatia
116631,Dimitriana Surdu,F,174,93,Moldova
116632,Eliza Beata Surdyka,F,162,58,Poland
116633,Nuray Tezeta Srekli (Desalgn-Dengersa-),F,160,50,Turkey
116634,Soubam Suresh Singh,M,163,48,India
116635,Glenn N. R. Surgeloose,M,182,82,Belgium
116636,"Dorothy Louise Surgenor (Lynch-, Modenese-, -Ronning)",F,,,United States
116637,Eurico Rocha Surgey,M,,,Portugal
116638,Reto Suri,M,183,84,Switzerland
116639,Francisco Suriano Sui Chon Him,M,180,74,El Salvador
116640,"Jacoba ""Coba"" Surie",F,,,Netherlands
116641,Bruny Surin,M,180,81,Canada
116642,Marijana urkovi,F,175,66,Croatia
116643,Roger Surmin,M,178,65,France
116644,"Lawrence Carmen ""Larry"" Surock",M,,,United States
116645,Saad Surour Mas'ud Surour Beniyas,M,173,64,United Arab Emirates
116646,Nikolay Vasilyevich Surov,M,190,89,Soviet Union
116647,Tom Surov,M,183,87,Slovakia
116648,Roland Surrugue,M,178,77,France
116649,Ion Suru,M,,,Romania
116650,Maman Suryaman,M,157,52,Indonesia
116651,Rio Suryana,M,175,64,Australia
116652,Sarjarao Bhiku Suryavanshi,M,,,India
116653,Surzer,M,,,France
116654,Bernhard S,M,180,66,West Germany
116655,Birgit S (-Saul),F,164,50,East Germany
116656,Christian S,M,186,77,Germany
116657,Katsuaki Susa,M,163,,Japan
116658,Luciano Suanj,M,185,73,Yugoslavia
116659,"Lucia Francisca ""Susi"" Susanti Haditono",F,161,,Indonesia
116660,Debby Susanto,F,161,51,Indonesia-2
116661,Erwin Heru Susanto,M,175,68,Indonesia
116662,Hermawan Susanto,M,170,62,Indonesia
116663,Viorica Susanu,F,186,77,Romania
116664,Herman Johan Suselbeek,M,183,85,Netherlands
116665,Anton Suseno,M,178,70,Indonesia
116666,Maksim Yuryevich Sushinsky,M,172,80,Russia
116667,Timo Antero Susi,M,179,78,Finland
116668,Ronald Susilo,M,177,67,Singapore
116669,Shane Suska,M,176,85,Australia
116670,Tadas ukeviius,M,177,64,Lithuania
116671,Leszek Suski,M,168,58,Poland
116672,Marian Franciszek Suski,M,172,65,Poland
116673,Pavel Sukov,M,193,84,Lithuania
116674,Radoslav Suslekov,M,177,65,Bulgaria
116675,Sergey Petrovich Suslin,M,171,63,Soviet Union
116676,Viktor Nikolayevich Suslin,M,190,99,Soviet Union
116677,Yury Nikolayevich Suslin,M,185,93,Soviet Union
116678,Inna Yevgenyevna Suslina,F,184,79,Russia
116679,Iraida Suslova (-Akvilyova),F,,,Soviet Union
116680,Esther Sss,F,167,54,Switzerland
116681,Henri Lon Victor Susse,M,,,Favorite-17
116682,Christina Sussiek (-Echte),F,166,54,West Germany
116683,Hansruedi Sssli,M,172,66,Switzerland
116684,Miroslav ustera,M,,,Bohemia
116685,Izidor uteri,M,185,80,Slovenia
116686,Matic uteri,M,174,75,Slovenia
116687,Vratislav ustr,M,184,80,Czechoslovakia
116688,Czesaw Gerard Suszczyk,M,168,61,Poland
116689,Agata Katarzyna Suszka,F,170,61,Poland
116690,Mon Redee Sut Txi,F,167,64,Malaysia
116691,Khassaraporn Suta,F,150,57,Thailand
116692,Albert Christiadi Sutanto,M,175,63,Indonesia
116693,Felix Christiadi Sutanto,M,175,67,Indonesia
116694,Glenn Victor Sutanto,M,183,74,Indonesia
116695,"Dorothy ""Dottie"" Sutcliffe",F,155,58,Zimbabwe
116696,John Sutcliffe,M,,,Great Britain
116697,"Phillip ""Phil"" Sutcliffe",M,165,54,Ireland
116698,Tina utej,F,173,58,Slovenia
116699,Fabienne Suter,F,167,63,Switzerland
116700,Gal Suter,M,176,70,Switzerland
116701,Gary Lee Suter,M,183,93,United States
116702,Patric Suter,M,192,115,Switzerland
116703,"Robert Allen ""Rob"" Suter",M,175,81,United States
116704,Ryan Suter,M,185,91,United States
116705,"Kenneth ""Wes"" Suter",M,178,73,United States
116706,Aurel uteu,M,167,63,Romania
116707,Simeon utev,M,150,50,Yugoslavia
116708,Annika Suthe,F,175,78,Germany
116709,Charlotte Sutherland,F,180,76,Australia
116710,Darren John Sutherland,M,182,75,Ireland
116711,Diana Margaret Sutherland (-Turner),F,169,67,Great Britain
116712,Ernest George Sutherland,M,,,South Africa
116713,Gavin Ben Sutherland,M,186,78,Zimbabwe
116714,Hector Easdale Sutherland,M,,,Canada
116715,Hugh Robert Sutherland,M,,,Canada
116716,Ivan Carl Sutherland,M,183,86,New Zealand
116717,Kenneth Charles Sutherland,M,174,70,Belize
116718,Rachel Anne Sutherland (-Steinmetz),F,172,60,New Zealand
116719,Stephen Robert Sutherland,M,160,48,Australia
116720,Khunakorn Suthisod,M,174,59,Thailand-2
116721,Istvn Suti,M,170,66,Hungary
116722,Arto Juhani Sutinen,M,184,74,Finland
116723,Matti Sutinen,M,181,70,Finland
116724,Jzsef St,M,174,58,Hungary
116725,Masatoshi Suto,M,173,67,Japan
116726,Supriyati Sutono,F,160,47,Indonesia
116727,Emil Sutor,M,,,Germany
116728,Alfred Sutter,M,,,Switzerland
116729,August Sutter,M,,,Switzerland
116730,Katharina Sutter,F,172,78,Switzerland
116731,Patrick Sutter,M,175,78,Switzerland
116732,"Ulrich ""Ueli"" Sutter",M,181,70,Switzerland
116733,Ussadate Sutthikunkarn,M,164,58,Thailand
116734,Taryn Suttie,F,183,103,Canada
116735,Kellie D. Suttle (-Dolrenry),F,170,59,United States
116736,Andreas Suttner,M,,,Austria
116737,Sigmund Suttner,M,172,67,West Germany
116738,Ann Hardaway Sutton (-Taylor),F,170,66,United States
116739,"Robert Mandel ""Bob"" Sutton",M,,,Angelita
116740,"Mervyn Ernest ""Bunoo"" Sutton",M,,,India
116741,Cheryl A. Sutton (Fowler-),F,160,72,Great Britain
116742,Chloe Elizabeth  Sutton,F,173,66,United States
116743,Garry John Sutton,M,179,72,Australia
116744,Harvey Vincent Sutton,M,171,,Australasia
116745,Henry Cecil Sutton,M,,,Cobweb-1
116746,"Lionel David ""Leonel"" Sutton",M,,,Argentina
116747,Marian Rosemarie Sutton-Witts,F,183,67,Great Britain
116748,"Walter John ""Pete"" Sutton",M,,,Canada
116749,Peter Joseph Sutton,M,,,Australia
116750,"Reginald James Curshing ""Reg"" Sutton",M,190,,Great Britain
116751,Roger Macklin Sutton,M,178,72,Great Britain
116752,"Bernard Harold ""Tom"" Sutton",M,,,Great Britain
116753,"Tamara Kim ""Tammy"" Sutton-Brown",F,193,94,Canada
116754,Julie Sutton-Skinner,F,173,64,Canada
116755,Jol Suty,M,167,62,France
116756,Nataliya Viktorovna Sutyagina,F,172,55,Russia
116757,Riho Suun,M,181,75,Soviet Union
116758,Geir Suursild,M,187,87,Estonia
116759,Aldo Suurvli,M,187,76,Estonia
116760,Katri Johanna Suutari,F,172,73,Finland
116761,Seppo Juhani Suutari,M,178,81,Finland
116762,Taisto Juhani Suutarinen,M,164,61.5,Finland
116763,Jane Suuto,F,176,58,Uganda
116764,Vclav Sva,M,179,90,Czechoslovakia
116765,Zlatomir uvaki,M,177,78,Yugoslavia
116766,Zvone uvak,M,182,81,Yugoslavia
116767,Prasan Suvannasith,M,,,Thailand
116768,Ilkka Tuukanpoika Suvanto,M,182,82,Finland
116769,Tauno Johannes Suvanto,M,182,73,Finland
116770,Mehmet Suvar,M,172,83,Turkey
116771,Wanchai Suvaree,M,,,Thailand
116772,Suvdyn Tuul,F,170,64,Mongolia
116773,Raymond Andr Marie Suvigny,M,,59,France
116774,Sten Suvio (Schuschin-),M,170,66.5,Finland
116775,Timo Bruno Suviranta,M,188,,Finland
116776,Vin Armas Suvivuo (Sderstrm-),M,185,79,Finland
116777,Mihly Svlts,M,179,77,Hungary
116778,Aleksey Edmundovich Suvorov,M,185,,Russia
116779,Yury Yuryevich Suvorov,M,188,84,Belarus
116780,Yelizaveta Mikhaylovna Suvorova,F,170,53,Russia
116781,Gabriela Suvov (-Lehk),F,163,57,Czechoslovakia
116782,Toshinari Suwa,M,178,58,Japan
116783,Rashid Shami Suwaid,M,,,Qatar
116784,Sompote Suwannarangsri,M,173,69,Thailand
116785,Pravit Suwanwichit,M,176,63,Thailand
116786,Chatree Suwanyod,M,170,54,Thailand
116787,"Ernest Emil ""Ernie"" Suwara, Jr.",M,189,84,United States
116788,"Rudolph ""Rudy"" Suwara",M,188,82,United States
116789,Sittichai Suwonprateep,M,180,78,Thailand
116790,Philippa Suxdorf,F,167,58,Germany
116791,Donald Suxho,M,195,98,United States
116792,Mieke Suys,F,164,53,Belgium
116793,Mustafa Suzan,M,175,82,Turkey
116794,Suzana Ferreira da Silva,F,153,49,Brazil
116795,Yury Suzdaltsev,M,173,69,Soviet Union
116796,Danabek Zhumagulovich Suzhanov,M,181,75,Kazakhstan
116797,Akihiko Suzuki,M,172,63,Japan-2
116798,Akiko Suzuki,F,160,47,Japan
116799,Ayaka Suzuki,F,168,65,Japan
116800,Ayuko Suzuki,F,154,38,Japan
116801,Daichi Suzuki,M,180,68,Japan
116802,Daikichi Suzuki,M,,,Japan
116803,Daisuke Suzuki,M,181,74,Japan
